,Geographic Area,City,Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
11215,MI,Jackson,28087.0,36.0,84.3,71.4,20.4,0.4,0.7,5.3
11216,MI,Jasper,30000.0,16.9,79.4,94.4,0.5,0.2,0.0,5.6
11217,MI,Jenison,56725.0,5.8,93.3,96.0,0.8,0.3,0.9,2.5
11218,MI,Kalamazoo,33009.0,33.9,90.2,68.1,22.2,0.5,1.7,6.4
11219,MI,Kaleva,34732.0,18.8,89.5,94.7,0.2,0.6,0.4,6.0
11220,MI,Kalkaska,26732.0,17.9,86.7,95.6,0.6,1.3,0.6,1.8
11221,MI,Keego Harbor,42616.0,19.5,89.9,84.1,6.2,0.3,2.3,10.8
11222,MI,Kent City,39750.0,28.7,76.6,88.8,0.9,0.3,0.2,17.8
11223,MI,Kentwood,49612.0,14.6,89.6,70.1,15.4,0.4,6.6,8.5
11224,MI,Kinde,33684.0,29.3,84.2,96.4,0.0,1.8,0.9,0.9
11225,MI,Kingsford,38886.0,13.0,94.0,97.2,0.4,0.4,0.5,1.1
11226,MI,Kingsley,40268.0,11.2,90.6,95.6,0.7,1.1,0.1,2.4
11227,MI,Kingston,34167.0,23.9,85.8,96.1,0.5,0.7,0.0,3.6
11228,MI,K. I. Sawyer,28695.0,41.4,92.6,85.1,2.8,3.8,0.5,3.9
11229,MI,Laingsburg,49868.0,5.2,92.7,96.6,0.4,0.4,0.4,1.4
11230,MI,Lake Angelus,151250.0,0.0,99.2,96.2,0.3,0.0,2.8,0.3
11231,MI,Lake Ann,40750.0,13.6,91.2,95.1,0.4,1.5,0.0,0.4
11232,MI,Lake City,32614.0,35.2,90.2,95.2,1.2,1.7,0.7,2.9
11233,MI,Lake Fenton,65195.0,8.3,97.0,96.6,0.6,0.3,1.0,2.2
11234,MI,Lake Isabella,63947.0,10.5,94.5,95.1,0.4,1.1,0.5,3.6
11235,MI,Lake Leelanau,36667.0,0.0,100.0,83.0,0.4,10.7,3.2,10.7
11236,MI,Lake Linden,35375.0,22.6,92.7,97.4,0.0,0.7,0.2,0.8
11237,MI,Lake Michigan Beach,35625.0,29.4,87.3,92.7,1.4,0.7,0.5,4.3
11238,MI,Lake Odessa,38710.0,10.6,86.7,91.4,0.1,0.4,0.8,10.3
11239,MI,Lake Orion,69813.0,8.2,95.0,94.2,1.6,0.2,1.1,3.5
11240,MI,Lakes of the North,42442.0,22.1,89.3,97.9,0.3,0.5,0.2,1.6
11241,MI,Lake Victoria,64167.0,3.7,94.0,96.3,0.3,0.4,0.9,2.2
11242,MI,Lakeview,27986.0,36.0,82.2,96.3,0.4,0.4,0.6,2.6
11243,MI,Lakewood Club,49375.0,18.2,89.2,93.5,1.9,1.7,0.2,3.4
11244,MI,Lambertville,66237.0,5.5,95.1,96.9,0.4,0.3,0.9,2.3
11245,MI,L'Anse,38911.0,15.0,89.5,88.7,1.4,5.0,0.2,0.9
11246,MI,Lansing,35563.0,29.6,87.6,61.2,23.7,0.8,3.7,12.5
11247,MI,Lapeer,32910.0,27.3,89.6,88.6,7.6,0.6,0.8,3.9
11248,MI,Lathrup Village,100074.0,4.9,94.7,34.6,61.2,0.1,0.6,1.5
11249,MI,Laurium,36450.0,15.9,89.6,96.6,0.7,0.7,0.1,1.2
11250,MI,Lawrence,25700.0,34.5,84.1,79.4,1.4,0.6,0.1,27.2
11251,MI,Lawton,42277.0,15.3,87.2,91.0,0.7,0.9,0.1,9.8
11252,MI,Leland,96827.0,3.9,90.0,97.9,0.0,0.0,1.3,2.7
11253,MI,Lennon,52083.0,9.4,89.3,94.5,0.4,2.3,1.0,3.5
11254,MI,Leonard,49688.0,10.5,89.3,97.5,0.2,1.0,0.0,2.2
11255,MI,Le Roy,42750.0,7.8,96.3,96.1,1.6,0.8,0.0,0.0
11256,MI,Leslie,45288.0,14.0,89.6,96.5,0.9,0.3,0.5,2.6
11257,MI,Level Park-Oak Park,48363.0,11.1,90.2,90.4,4.3,0.4,0.7,2.7
11258,MI,Levering,34327.0,24.5,87.6,91.2,0.0,4.2,0.9,0.9
11259,MI,Lewiston,28148.0,22.4,79.7,97.5,0.2,0.2,0.1,1.3
11260,MI,Lexington,28802.0,17.2,92.4,97.3,0.3,0.2,0.3,1.5
11261,MI,Lincoln,24375.0,35.7,86.2,98.2,0.0,0.0,0.0,2.7
11262,MI,Lincoln Park,41090.0,19.9,79.9,84.2,5.9,0.7,0.5,14.9
11263,MI,Linden,58011.0,5.4,96.5,96.8,0.5,0.5,0.4,2.0
11264,MI,Litchfield,36750.0,25.9,89.3,96.9,0.3,0.7,0.1,2.9
11265,MI,Livonia,70125.0,5.8,94.0,92.0,3.4,0.2,2.5,2.5
11266,MI,Loomis,44583.0,4.1,86.4,98.1,0.0,1.4,0.5,2.3
11267,MI,Lost Lake Woods,37143.0,3.5,98.7,98.7,0.0,0.3,0.3,0.0
11268,MI,Lowell,58979.0,10.0,87.3,94.1,1.3,0.6,0.6,3.0
11269,MI,Ludington,33777.0,19.1,92.4,92.2,1.1,1.4,0.6,6.3
11270,MI,Luna Pier,48462.0,16.9,86.7,93.2,0.8,0.8,0.5,3.0
11271,MI,Lupton,29844.0,6.3,81.0,97.7,0.0,0.0,0.3,1.1
11272,MI,Luther,27500.0,37.0,72.3,95.9,0.3,1.9,0.0,2.8
11273,MI,Lyons,41250.0,15.9,90.4,95.4,0.4,0.0,0.3,4.1
11274,MI,McBain,32596.0,18.4,83.9,95.6,0.3,0.3,0.5,3.4
11275,MI,McBride,49583.0,22.6,90.2,98.0,0.0,0.0,0.5,1.0
11276,MI,Mackinac Island,48906.0,22.7,93.3,73.8,1.2,18.1,0.6,2.2
11277,MI,Mackinaw City,31989.0,19.6,91.5,87.8,5.3,4.3,0.0,2.4
11278,MI,Madison Heights,41206.0,19.3,83.2,83.9,6.4,0.5,5.8,2.5
11279,MI,Mancelona,30764.0,24.1,81.8,94.9,0.1,1.2,0.0,0.9
11280,MI,Manchester,46739.0,14.3,95.0,98.2,0.3,0.2,0.3,1.6
11281,MI,Manistee,36338.0,19.0,92.2,91.5,0.5,3.8,0.4,3.4
11282,MI,Manistee Lake,36316.0,15.1,82.7,98.2,0.4,0.2,0.0,1.1
11283,MI,Manistique,25821.0,36.9,81.1,86.0,0.2,9.7,0.2,1.0
11284,MI,Manitou Beach-Devils Lake,53632.0,8.0,95.1,97.3,0.2,0.3,0.4,2.0
11285,MI,Manton,34667.0,17.6,89.5,96.3,0.5,0.9,0.0,2.3
11286,MI,Maple City,45096.0,13.9,97.8,97.6,0.5,0.5,0.0,0.0
11287,MI,Maple Rapids,45875.0,18.2,90.6,97.5,0.1,0.1,0.6,1.5
11288,MI,Marcellus,43750.0,27.4,89.8,96.5,1.6,0.3,0.3,1.5
11289,MI,Marenisco,34821.0,22.2,92.4,92.5,0.0,5.9,0.0,0.4
11290,MI,Marine City,40240.0,14.5,91.7,96.8,0.3,0.7,0.2,1.7
11291,MI,Marion,24821.0,43.7,87.2,98.3,0.1,0.5,0.0,1.3
11292,MI,Marlette,30172.0,27.5,90.8,95.9,0.3,0.6,0.7,3.4
11293,MI,Marquette,36250.0,26.5,93.8,91.1,4.4,1.5,0.9,1.4
11294,MI,Marshall,44635.0,11.4,93.7,95.1,1.1,0.6,0.7,3.8
11295,MI,Martin,40938.0,24.6,91.8,92.9,1.0,0.0,0.0,5.9
11296,MI,Marysville,53611.0,8.2,92.4,97.5,0.3,0.2,0.6,1.8
11297,MI,Mason,51655.0,9.3,91.4,90.2,5.9,0.4,0.9,3.7
11298,MI,Mattawan,37275.0,14.9,91.1,93.9,2.2,0.6,0.3,3.9
11299,MI,Maybee,59688.0,9.1,89.3,96.6,1.4,0.5,0.4,1.8
11300,MI,Mayville,35568.0,22.9,83.5,96.1,0.5,0.2,0.2,2.5
11301,MI,Mecosta,27857.0,40.2,80.1,88.6,2.0,0.9,0.0,3.1
11302,MI,Melvin,40278.0,15.0,78.3,96.1,0.6,1.7,0.0,0.0
11303,MI,Melvindale,33081.0,27.1,77.3,76.8,11.3,0.7,0.8,18.3
11304,MI,Memphis,45234.0,11.1,92.1,97.6,0.8,0.3,0.0,2.1
11305,MI,Mendon,55417.0,16.8,86.4,96.9,0.8,0.3,0.3,2.2
11306,MI,Menominee,32247.0,21.8,89.4,96.7,0.4,0.9,0.5,1.4
11307,MI,Merrill,42500.0,22.0,88.0,95.0,1.2,0.5,0.3,6.7
11308,MI,Mesick,27857.0,38.8,82.0,96.7,0.3,1.0,0.0,3.3
11309,MI,Metamora,60769.0,4.2,93.0,98.1,0.4,0.5,0.2,1.4
11310,MI,Michiana,62321.0,4.5,100.0,98.4,1.1,0.0,0.5,2.7
11311,MI,Michigamme,44063.0,11.6,94.9,97.0,0.0,0.4,0.0,0.0
11312,MI,Michigan Center,43506.0,17.2,83.8,96.6,0.4,0.5,0.3,1.9
11313,MI,Middletown,26923.0,30.8,85.9,97.5,0.8,0.0,0.1,2.5
11314,MI,Middleville,47639.0,4.6,94.2,95.3,0.2,0.7,0.7,4.4
11315,MI,Midland,53722.0,15.7,94.9,92.0,2.0,0.3,3.3,2.4
11316,MI,Milan,65726.0,6.3,95.0,92.3,2.8,0.5,0.9,4.6
11317,MI,Milford,77350.0,7.3,93.5,95.7,0.6,0.6,0.7,2.0
11318,MI,Millersburg,30682.0,20.9,80.6,97.1,0.0,1.0,0.0,2.4
11319,MI,Millington,34722.0,20.3,91.8,94.9,1.5,0.6,0.6,2.5
11320,MI,Minden City,46250.0,15.3,83.7,95.4,0.0,0.5,0.5,1.5
11321,MI,Mio,26935.0,23.8,85.8,96.5,0.2,0.8,0.1,1.4
11322,MI,Monroe,44452.0,19.6,89.7,88.4,6.2,0.4,0.7,4.1
11323,MI,Montague,46354.0,14.7,93.3,96.0,0.6,1.0,0.3,3.4
11324,MI,Montgomery,28250.0,26.7,83.5,98.0,0.0,0.3,0.6,2.0
11325,MI,Montrose,39345.0,19.7,89.9,96.8,0.7,0.7,0.2,2.4
11326,MI,Morenci,39744.0,27.6,88.1,96.2,1.0,0.3,0.3,4.5
11327,MI,Morley,36250.0,21.4,81.3,94.3,1.0,0.6,0.4,5.7
11328,MI,Morrice,57917.0,11.9,91.6,97.0,0.1,0.6,0.1,1.6
11329,MI,Mount Clemens,35653.0,22.3,84.5,70.0,24.8,0.3,0.5,2.9
11330,MI,Mount Morris,20563.0,38.4,78.6,80.1,13.4,0.6,0.5,4.4
11331,MI,Mount Pleasant,30833.0,43.4,93.2,87.6,3.9,2.0,3.0,3.3
11332,MI,Muir,40521.0,32.3,87.3,94.7,0.2,1.0,1.5,3.0
11333,MI,Mulliken,58000.0,15.0,91.1,96.6,0.0,0.2,0.0,3.1
11334,MI,Munising,33953.0,18.7,88.9,91.2,0.2,4.8,0.7,1.4
11335,MI,Muskegon,27106.0,34.8,83.5,57.0,34.5,0.9,0.4,8.2
11336,MI,Muskegon Heights,20083.0,45.2,79.0,16.0,78.3,0.3,0.1,4.2
11337,MI,Napoleon,52212.0,9.9,87.7,96.2,0.3,0.4,0.1,1.7
11338,MI,Nashville,33462.0,20.2,84.1,97.2,0.2,0.6,0.4,2.1
11339,MI,Negaunee,49068.0,11.1,96.4,96.6,0.1,1.1,0.3,1.1
11340,MI,Newaygo,27961.0,32.8,89.7,93.6,0.9,1.2,0.7,7.3
11341,MI,New Baltimore,77997.0,5.9,95.1,94.4,2.7,0.4,0.9,1.8
11342,MI,Newberry,32000.0,27.1,88.0,89.3,0.4,6.3,0.3,2.8
11343,MI,New Buffalo,45685.0,14.4,88.8,93.4,1.6,0.5,0.3,4.4
11344,MI,New Era,56389.0,3.6,97.5,96.2,0.2,1.6,0.4,3.1
11345,MI,New Haven,54855.0,9.5,89.4,76.3,16.9,0.5,0.5,4.8
11346,MI,New Lothrop,46953.0,11.5,93.9,95.4,0.2,0.2,1.5,2.8
11347,MI,New Troy,32031.0,1.8,90.8,94.4,2.0,0.6,0.4,1.0
11348,MI,Niles,33651.0,28.1,81.2,80.3,12.4,0.6,0.6,5.7
11349,MI,North Adams,43571.0,6.8,89.8,98.1,0.0,0.4,0.4,0.2
11350,MI,North Branch,34375.0,17.0,91.7,96.5,0.2,0.2,0.2,3.9
11351,MI,North Muskegon,56771.0,5.9,94.7,94.6,2.1,0.6,0.7,2.4
11352,MI,Northport,47321.0,16.7,97.6,93.2,0.6,2.5,0.2,6.1
11353,MI,Northview,52757.0,10.6,95.4,91.5,3.6,0.3,1.3,2.9
11354,MI,Northville,95478.0,5.9,97.9,93.7,1.6,0.1,2.6,2.2
11355,MI,Norton Shores,50850.0,8.6,93.1,91.8,3.2,0.8,1.2,3.8
11356,MI,Norway,42083.0,12.5,92.0,97.4,0.0,0.8,0.2,1.4
11357,MI,Norwood,61000.0,2.6,100.0,97.2,0.0,1.4,1.4,0.0
11358,MI,Novi,82587.0,6.5,95.0,73.0,8.1,0.2,15.9,3.0
11359,MI,Oak Hill,40000.0,20.2,96.4,96.0,0.7,1.2,0.2,4.0
11360,MI,Oakley,38594.0,15.3,83.6,95.2,3.8,0.7,0.0,3.8
11361,MI,Oak Park,47463.0,16.2,91.7,37.4,57.4,0.2,1.4,1.4
11362,MI,Oden,52750.0,2.2,83.9,91.5,0.3,4.4,0.3,1.9
11363,MI,Okemos,75032.0,11.6,97.8,76.5,5.1,0.3,14.4,3.3
11364,MI,Olivet,40000.0,21.1,94.5,89.8,6.8,0.2,0.6,3.1
11365,MI,Omena,78438.0,5.6,100.0,91.0,0.4,7.9,0.0,4.5
11366,MI,Omer,41750.0,11.1,79.3,94.2,0.3,4.2,0.0,0.0
11367,MI,Onaway,27000.0,28.5,88.4,95.8,0.7,0.9,0.1,1.6
11368,MI,Onekama,39375.0,16.7,93.9,96.6,0.2,1.2,0.2,1.9
11369,MI,Onsted,50000.0,14.1,91.5,96.2,0.2,1.6,0.4,1.6
11370,MI,Ontonagon,31200.0,23.5,92.0,97.3,0.1,0.7,0.3,1.2
11371,MI,Orchard Lake Village,148750.0,3.7,95.8,83.9,6.4,0.0,7.4,1.1
11372,MI,Ortonville,54100.0,12.3,93.6,95.5,0.6,0.5,1.2,2.6
11373,MI,Oscoda,32700.0,20.3,89.6,93.0,1.8,0.6,1.3,2.8
11374,MI,Ossineke,32938.0,24.3,84.3,97.5,0.1,1.0,0.7,0.7
11375,MI,Otisville,33871.0,16.8,84.1,97.8,0.5,0.5,0.1,1.2
11376,MI,Otsego,37004.0,12.1,89.7,95.2,0.6,0.3,0.5,3.3
11377,MI,Otter Lake,52778.0,18.9,81.8,94.3,0.3,1.3,0.3,1.8
11378,MI,Ovid,43384.0,19.2,89.2,95.7,0.4,0.3,0.1,5.7
11379,MI,Owendale,39375.0,22.2,90.0,96.3,0.0,0.4,0.0,2.9
11380,MI,Owosso,36159.0,23.9,90.4,95.7,0.8,0.5,0.3,3.9
11381,MI,Oxford,60219.0,13.6,92.4,95.1,1.9,0.2,0.7,4.4
11382,MI,Palmer,37500.0,10.8,92.4,97.1,0.0,1.7,0.2,0.5
11383,MI,Parchment,39226.0,17.6,89.9,84.6,8.5,0.2,1.3,3.4
11384,MI,Parkdale,35833.0,14.6,83.5,92.6,0.7,3.7,0.1,2.1
11385,MI,Parma,53083.0,14.8,87.5,95.8,0.4,0.4,0.9,2.5
11386,MI,Paw Paw,29531.0,44.8,83.9,92.3,2.3,0.2,0.4,5.9
11387,MI,Paw Paw Lake,50427.0,20.0,88.0,93.7,1.1,0.7,0.7,4.5
11388,MI,Pearl Beach,62340.0,4.9,93.4,98.4,0.1,0.3,0.5,0.8
11389,MI,Peck,36500.0,15.0,82.2,95.1,0.6,2.2,0.2,4.9
11390,MI,Pellston,35170.0,22.4,84.2,86.5,0.2,8.0,0.1,1.9
11391,MI,Pentwater,40500.0,21.3,95.1,97.3,0.1,0.2,0.0,2.5
11392,MI,Perrinton,30000.0,37.7,88.0,95.6,0.2,0.0,0.2,3.2
11393,MI,Perry,39861.0,17.6,87.9,96.8,0.3,0.4,0.3,1.7
11394,MI,Petersburg,51719.0,6.1,95.7,97.1,0.3,0.3,0.3,1.7
11395,MI,Petoskey,37556.0,12.4,95.7,91.7,0.7,4.7,0.4,1.9
11396,MI,Pewamo,48636.0,10.4,89.3,95.1,0.2,1.1,0.4,1.3
11397,MI,Pierson,38125.0,22.1,79.0,98.3,0.6,0.0,0.0,1.7
11398,MI,Pigeon,36917.0,19.5,86.7,98.6,0.3,0.2,0.2,2.8
11399,MI,Pilgrim,95568.0,8.0,100.0,100.0,0.0,0.0,0.0,0.0
11400,MI,Pinckney,63693.0,8.1,94.7,97.9,0.1,0.2,0.3,1.8
11401,MI,Pinconning,29960.0,22.5,82.5,96.5,0.7,0.2,0.3,3.6
11402,MI,Plainwell,43750.0,18.6,89.6,96.0,1.0,0.5,0.4,2.3
11403,MI,Pleasant Ridge,105438.0,3.6,98.5,94.7,1.9,0.1,1.1,1.7
11404,MI,Plymouth,75949.0,5.9,96.1,94.2,1.6,0.3,2.2,1.8
11405,MI,Ponshewaing,63750.0,0.0,100.0,98.6,0.0,0.0,1.4,1.4
11406,MI,Pontiac,28505.0,35.7,78.6,34.4,52.1,0.6,2.3,16.5
11407,MI,Portage,54040.0,11.0,95.8,86.9,4.9,0.4,3.8,3.1
11408,MI,Port Austin,30966.0,30.3,86.2,96.1,0.2,0.2,1.1,1.7
11409,MI,Port Hope,36250.0,18.3,85.6,93.3,0.0,1.9,0.0,2.2
11410,MI,Port Huron,33674.0,28.4,87.6,84.0,9.1,0.7,0.6,5.4
11411,MI,Portland,55290.0,5.5,93.0,96.7,0.7,0.4,0.2,3.1
11412,MI,Port Sanilac,37833.0,23.9,90.5,97.3,0.2,0.3,0.3,2.2
11413,MI,Posen,28750.0,34.8,82.6,96.2,0.0,1.3,0.0,0.0
11414,MI,Potterville,50341.0,12.9,90.9,94.2,1.3,0.6,0.5,5.7
11415,MI,Powers,26458.0,30.9,76.5,98.3,0.0,0.9,0.2,0.9
11416,MI,Prescott,34583.0,21.9,92.1,96.6,0.0,0.0,0.0,3.8
11417,MI,Presque Isle Harbor,55438.0,2.3,98.0,98.8,0.2,0.5,0.2,1.2
11418,MI,Prudenville,35794.0,13.4,91.9,96.7,0.5,0.4,1.1,1.4
11419,MI,Quincy,32857.0,30.7,88.9,96.9,0.5,0.2,0.4,2.5
11420,MI,Quinnesec,57391.0,3.3,92.5,97.2,1.0,0.5,0.3,0.7
11421,MI,Rapid City,38125.0,26.2,88.5,95.0,0.4,0.6,0.1,0.8
11422,MI,Ravenna,46286.0,7.6,93.4,94.0,0.2,0.7,0.0,6.4
11423,MI,Reading,31207.0,32.0,86.9,98.9,0.1,0.2,0.1,0.8
11424,MI,Reed City,26852.0,37.6,86.3,94.8,1.7,0.5,0.2,2.2
11425,MI,Reese,44423.0,17.0,94.1,97.2,0.7,0.2,0.7,4.3
11426,MI,Republic,25114.0,24.4,92.8,97.7,0.5,0.7,0.2,0.2
11427,MI,Richland,61000.0,5.9,96.2,94.7,0.4,0.0,1.2,1.5
11428,MI,Richmond,45096.0,22.1,85.7,94.2,1.0,0.3,0.2,4.6
11429,MI,River Rouge,26230.0,41.4,72.2,39.4,50.5,0.6,0.2,11.2
11430,MI,Riverview,49796.0,13.4,87.2,93.0,3.1,0.4,1.6,4.1
11431,MI,Robin Glen-Indiantown,31528.0,33.6,88.3,92.4,1.8,0.4,0.6,8.9
11432,MI,Rochester,75043.0,5.5,97.4,88.6,3.7,0.2,5.5,2.7
11433,MI,Rochester Hills,82112.0,5.5,95.7,82.1,4.5,0.2,10.5,3.1
11434,MI,Rockford,55508.0,10.9,95.7,95.0,0.7,0.5,1.2,3.7
11435,MI,Rockwood,51250.0,9.5,88.9,94.6,1.7,0.9,0.9,2.7
11436,MI,Rogers City,39063.0,13.7,88.7,97.3,0.6,0.5,0.7,0.8
11437,MI,Romeo,50156.0,11.2,88.6,91.9,3.8,0.2,0.5,5.7
11438,MI,Romulus,42681.0,20.5,86.8,50.5,43.0,0.5,1.1,3.0
11439,MI,Roosevelt Park,41938.0,11.0,92.2,85.9,8.4,0.6,1.6,3.9
11440,MI,Roscommon,24464.0,57.7,88.6,95.6,0.3,0.7,0.8,0.2
11441,MI,Rosebush,33929.0,18.7,84.7,88.6,1.1,3.8,0.0,6.3
11442,MI,Rose City,18750.0,51.2,78.6,96.9,0.2,1.2,0.3,1.7
11443,MI,Roseville,40713.0,18.1,86.5,83.1,11.8,0.4,1.6,2.0
11444,MI,Rothbury,49583.0,13.1,85.3,86.1,0.9,3.5,0.0,14.8
11445,MI,Royal Oak,65786.0,7.3,96.1,90.7,4.3,0.3,2.4,2.3
11446,MI,Saginaw,27990.0,35.9,78.4,43.5,46.1,0.5,0.3,14.3
11447,MI,St. Charles,36336.0,18.9,92.1,97.0,0.9,0.7,0.1,5.2
11448,MI,St. Clair,56449.0,16.2,91.7,97.1,0.3,0.2,0.9,1.6
11449,MI,St. Clair Shores,53093.0,9.8,91.9,92.7,3.9,0.3,1.0,1.7
11450,MI,St. Helen,26841.0,28.5,78.8,96.7,0.1,0.8,0.1,1.1
11451,MI,St. Ignace,34555.0,17.5,87.6,63.4,1.0,27.8,0.3,1.1
11452,MI,St. James,35750.0,8.4,89.0,95.1,0.0,4.4,0.0,0.5
11453,MI,St. Johns,38676.0,19.6,89.5,93.9,1.4,0.6,0.5,4.6
11454,MI,St. Joseph,55012.0,8.7,95.6,88.1,5.3,0.3,3.4,2.8
11455,MI,St. Louis,34524.0,19.6,84.3,67.7,29.1,0.6,0.2,5.7
11456,MI,Saline,65497.0,3.8,97.4,93.6,1.4,0.2,2.5,2.6
11457,MI,Sand Lake,37778.0,11.7,88.1,97.0,0.2,0.4,0.5,1.1
11458,MI,Sand Lake,34464.0,23.0,83.5,94.6,0.8,0.2,1.0,5.2
11459,MI,Sandusky,26888.0,21.3,84.6,94.4,1.5,0.3,1.1,3.5
11460,MI,Sanford,38424.0,24.1,93.5,97.6,0.1,0.6,0.7,2.6
11461,MI,Saranac,31042.0,15.2,86.4,97.4,0.2,0.2,0.4,2.7
11462,MI,Saugatuck,60000.0,18.3,94.3,95.6,0.6,0.6,0.4,3.8
11463,MI,Sault Ste. Marie,32061.0,28.8,88.8,74.8,0.7,17.7,0.9,1.5
11464,MI,Schoolcraft,49205.0,7.4,92.6,95.6,1.0,1.0,0.6,2.0
11465,MI,Scottville,35333.0,27.1,87.5,92.9,0.9,0.9,0.5,5.3
11466,MI,Sebewaing,45350.0,8.6,88.8,97.5,0.0,0.2,0.2,4.3
11467,MI,Shelby,32350.0,29.6,71.3,68.7,0.4,1.5,0.2,45.6
11468,MI,Shepherd,39150.0,13.8,94.0,94.2,0.5,1.3,0.3,3.2
11469,MI,Sheridan,40833.0,13.1,95.1,95.2,0.6,1.8,0.5,1.7
11470,MI,Sherwood,40000.0,31.1,82.0,95.1,0.6,3.6,0.0,0.3
11471,MI,Shields,48966.0,8.3,90.5,95.9,1.1,0.2,0.8,4.3
11472,MI,Shoreham,78194.0,7.4,96.8,89.6,3.5,0.1,4.9,3.0
11473,MI,Shorewood-Tower Hills-Harbert,42338.0,5.7,99.2,96.1,1.3,0.3,1.3,1.9
11474,MI,Skidway Lake,22384.0,41.2,72.4,94.8,0.4,1.5,0.2,2.1
11475,MI,Snover,45000.0,19.4,82.3,97.3,0.0,1.1,0.0,5.1
11476,MI,South Boardman,41833.0,14.4,87.5,96.6,0.9,1.7,0.0,0.6
11477,MI,Southfield,49244.0,15.2,92.6,24.9,70.3,0.2,1.7,1.3
11478,MI,Southgate,50280.0,11.1,88.6,88.7,5.5,0.5,1.6,6.5
11479,MI,South Gull Lake,86061.0,4.3,99.0,97.2,0.4,0.2,1.4,0.9
11480,MI,South Haven,40122.0,18.1,90.7,81.7,13.3,0.7,0.5,3.8
11481,MI,South Lyon,61523.0,5.5,91.5,95.2,0.8,0.3,1.7,2.7
11482,MI,South Monroe,38675.0,16.0,85.5,91.6,3.1,0.2,0.7,4.2
11483,MI,South Range,29737.0,17.0,92.0,95.9,0.0,0.4,1.2,1.1
11484,MI,South Rockwood,60132.0,12.1,82.6,95.4,2.3,0.2,0.4,4.1
11485,MI,Sparta,41406.0,11.9,89.7,94.5,1.3,0.4,0.5,4.2
11486,MI,Spring Arbor,53664.0,7.0,93.6,94.4,2.9,0.2,0.9,2.4
11487,MI,Springfield,35810.0,28.4,84.7,76.6,9.6,0.5,7.5,4.1
11488,MI,Spring Lake,50707.0,7.0,95.8,96.7,0.2,0.8,0.3,1.8
11489,MI,Springport,39643.0,25.4,88.9,96.1,0.1,0.5,0.4,1.9
11490,MI,Standish,25707.0,34.0,82.3,95.3,0.5,1.5,0.4,2.6
11491,MI,Stanton,28438.0,30.6,83.2,93.8,1.8,0.7,0.2,5.9
11492,MI,Stanwood,43750.0,25.6,89.5,95.3,2.8,0.0,0.0,2.8
11493,MI,Stephenson,31719.0,19.1,86.4,97.3,0.1,0.0,0.3,2.2
11494,MI,Sterling,39531.0,14.5,93.8,97.0,0.0,0.9,0.0,1.7
11495,MI,Sterling Heights,60089.0,12.9,86.8,85.1,5.2,0.2,6.7,1.9
11496,MI,Stevensville,51667.0,6.2,93.8,94.6,2.1,1.0,1.2,2.4
11497,MI,Stockbridge,45536.0,5.8,91.0,96.7,0.2,0.9,0.2,3.1
11498,MI,Stony Point,66023.0,28.5,94.6,97.0,0.8,0.4,0.3,2.4
11499,MI,Stronach,33906.0,22.1,96.4,98.8,0.0,0.0,0.0,1.9
11500,MI,Sturgis,36293.0,23.4,81.1,80.6,1.4,0.3,0.9,22.8
11501,MI,Sunfield,45455.0,10.4,86.8,96.7,0.0,0.0,0.2,3.6
11502,MI,Suttons Bay,58500.0,11.3,96.5,93.7,0.2,2.8,1.1,0.3
11503,MI,Swartz Creek,44046.0,12.3,88.2,91.6,5.1,0.2,0.8,2.3
11504,MI,Sylvan Lake,65489.0,4.1,97.2,94.5,2.2,0.3,0.7,1.5
11505,MI,Tawas City,39531.0,14.1,90.5,96.9,0.7,0.2,0.9,1.4
11506,MI,Taylor,40545.0,21.9,82.9,78.0,15.8,0.5,1.8,5.1
11507,MI,Tecumseh,48658.0,10.1,92.5,96.0,0.4,0.4,0.7,4.4
11508,MI,Tekonsha,33375.0,26.1,89.5,96.0,0.0,0.4,0.7,0.8
11509,MI,Temperance,61371.0,8.8,92.9,97.0,0.4,0.2,0.8,2.2
11510,MI,Thompsonville,29688.0,27.6,78.4,94.8,0.2,2.5,0.2,1.4
11511,MI,Three Oaks,39224.0,17.9,91.9,93.2,1.1,1.4,0.6,4.4
11512,MI,Three Rivers,35430.0,29.0,86.5,82.6,10.1,0.6,0.9,5.2
11513,MI,Traverse City,47284.0,15.5,94.8,94.4,0.7,1.8,0.7,1.9
11514,MI,Trenton,55218.0,8.0,91.7,95.5,1.3,0.5,0.7,3.2
11515,MI,Trowbridge Park,57616.0,12.5,92.5,93.9,0.5,2.8,0.4,0.9
11516,MI,Troy,85027.0,6.9,93.9,74.1,4.0,0.2,19.1,2.1
11517,MI,Turner,17083.0,47.6,72.3,95.6,1.8,0.0,0.0,0.0
11518,MI,Tustin,46875.0,10.5,94.9,95.2,0.4,0.0,1.3,1.3
11519,MI,Twining,22500.0,36.3,70.5,98.9,0.0,0.6,0.0,1.7
11520,MI,Twin Lake,61802.0,9.4,98.1,94.4,1.0,1.2,0.4,2.6
11521,MI,Ubly,36667.0,9.4,92.7,98.1,0.6,0.2,0.2,1.0
11522,MI,Union City,34952.0,18.0,90.6,95.2,0.4,0.6,0.8,1.0
11523,MI,Unionville,41154.0,12.8,92.3,97.6,0.0,0.0,0.2,3.0
11524,MI,Utica,48555.0,11.5,91.1,90.4,1.9,0.5,3.5,3.8
